연도,시도,구분,교과명,지원자,응시자,합격자
2007,제주,중등,미용,0,-,2
2007,제주,중등,국어(특수교사),0,-,1
2007,제주,중등,공통과학(특수교사),0,-,1
2007,제주,중등,일반사회(특수교사),0,-,3
2007,제주,중등,미술(특수교사),0,-,1
2007,제주,중등,기술·가정(특수교사),0,-,1
2007,제주,중등,정보·컴퓨터(특수교사),0,-,1
2007,제주,중등,직업교육(특수교사),0,-,2
2007,제주,중등,상담(기타),0,-,5
2007,제주,중등,사서(기타),0,-,3
2007,제주,중등,영양(기타),0,-,44
2007,전체,중등,국어,0,-,475
2007,전체,중등,수학,0,-,502
2007,전체,중등,공통과학,0,-,34
2007,전체,중등,물리,0,-,47
2007,전체,중등,화학,0,-,53
2007,전체,중등,생물,0,-,70
2007,전체,중등,지구과학,0,-,58
2007,전체,중등,공통사회,0,-,43
2007,전체,중등,일반사회,0,-,112
2007,전체,중등,역사,0,-,126
2007,전체,중등,지리,0,-,112
2007,전체,중등,도덕·윤리,0,-,88
2007,전체,중등,상담,0,-,41
2007,전체,중등,환경,0,-,7
2007,전체,중등,체육,0,-,178
2007,전체,중등,음악,0,-,81
2007,전체,중등,미술,0,-,97
2007,전체,중등,한문,0,-,76
2007,전체,중등,영어,0,-,575
2007,전체,중등,독일어,0,-,2
2007,전체,중등,중국어,0,-,82
2007,전체,중등,스페인어,0,-,1
2007,전체,중등,일본어,0,-,69
2007,전체,중등,기술,0,-,81
2007,전체,중등,가정,0,-,86
2007,전체,중등,식물자원·조경,0,-,9
2007,전체,중등,동물자원,0,-,2
2007,전체,중등,식품가공,0,-,6
2007,전체,중등,디자인·공예,0,-,9
2007,전체,중등,정보·컴퓨터,0,-,25
2007,전체,중등,전기·전자·통신,0,-,26
2007,전체,중등,기계·금속,0,-,21
2007,전체,중등,건설,0,-,11
2007,전체,중등,상업정보,0,-,2
2007,전체,중등,수산·해양,0,-,5
2007,전체,중등,항해·기관,0,-,3
2007,전체,중등,냉동,0,-,1
2007,전체,중등,의상,0,-,1
2007,전체,중등,조리,0,-,4
2007,전체,중등,미용,0,-,14
2007,전체,중등,국어(특수교사),0,-,2
2007,전체,중등,수학(특수교사),0,-,2
2007,전체,중등,공통과학(특수교사),0,-,2
2007,전체,중등,화학(특수교사),0,-,1
2007,전체,중등,공통사회(특수교사),0,-,1
2007,전체,중등,일반사회(특수교사),0,-,3
2007,전체,중등,체육(특수교사),0,-,1
2007,전체,중등,음악(특수교사),0,-,3
2007,전체,중등,미술(특수교사),0,-,4
2007,전체,중등,기술·가정(특수교사),0,-,1
2007,전체,중등,정보·컴퓨터(특수교사),0,-,1
2007,전체,중등,치료교육(특수교사),0,-,84
2007,전체,중등,직업교육(특수교사),0,-,35
2007,전체,중등,보건(기타),0,-,120
2007,전체,중등,상담(기타),0,-,219
2007,전체,중등,사서(기타),0,-,104
2007,전체,중등,영양(기타),0,-,"1,460"
2007,전체,중등,발령교과없음,0,-,242
2008,서울,중등,국어,0,-,43
2008,서울,중등,수학,0,-,25
2008,서울,중등,공통과학,0,-,2
2008,서울,중등,물리,0,-,1
2008,서울,중등,화학,0,-,1
2008,서울,중등,생물,0,-,2
2008,서울,중등,지구과학,0,-,2
2008,서울,중등,공통사회,0,-,12
2008,서울,중등,일반사회,0,-,12
2008,서울,중등,역사,0,-,14
2008,서울,중등,지리,0,-,10
2008,서울,중등,도덕·윤리,0,-,26
2008,서울,중등,체육,0,-,33
2008,서울,중등,음악,0,-,8
2008,서울,중등,미술,0,-,9
2008,서울,중등,영어,0,-,42
2008,서울,중등,중국어,0,-,24
2008,서울,중등,일본어,0,-,9
2008,서울,중등,기술,0,-,18
2008,서울,중등,가정,0,-,36
2008,서울,중등,기술·가정,0,-,5
2008,서울,중등,디자인·공예,0,-,5
2008,서울,중등,전기·전자·통신,0,-,2
2008,서울,중등,기계·금속,0,-,3
2008,서울,중등,화공·섬유,0,-,2
2008,서울,중등,건설,0,-,2
2008,서울,중등,상업정보,0,-,2
2008,서울,중등,미용,0,-,2
2008,서울,중등,직업교육(특수교사),0,-,7
2008,서울,중등,보건(기타),0,-,33
2008,서울,중등,상담(기타),0,-,27
2008,서울,중등,사서(기타),0,-,10
2008,서울,중등,영양(기타),0,-,54
2008,서울,중등,발령교과없음,0,-,45
2008,부산,중등,국어,0,-,13
2008,부산,중등,수학,0,-,11
2008,부산,중등,물리,0,-,2
2008,부산,중등,화학,0,-,2
2008,부산,중등,생물,0,-,2
2008,부산,중등,지구과학,0,-,2
2008,부산,중등,일반사회,0,-,2
2008,부산,중등,역사,0,-,5
2008,부산,중등,지리,0,-,2
2008,부산,중등,체육,0,-,6
2008,부산,중등,한문,0,-,2
2008,부산,중등,영어,0,-,20
2008,부산,중등,중국어,0,-,6
2008,부산,중등,기술,0,-,7
2008,부산,중등,전기·전자·통신,0,-,8
2008,부산,중등,기계·금속,0,-,7
2008,부산,중등,국어(특수교사),0,-,1
2008,부산,중등,수학(특수교사),0,-,1
2008,부산,중등,공통과학(특수교사),0,-,1
2008,부산,중등,공통사회(특수교사),0,-,2
2008,부산,중등,체육(특수교사),0,-,1
2008,부산,중등,음악(특수교사),0,-,1
2008,부산,중등,미술(특수교사),0,-,2
2008,부산,중등,영어(특수교사),0,-,1
2008,부산,중등,직업교육(특수교사),0,-,4
2008,부산,중등,보건(기타),0,-,9
2008,부산,중등,상담(기타),0,-,11
2008,부산,중등,사서(기타),0,-,3
2008,부산,중등,영양(기타),0,-,15
2008,대구,중등,국어,0,-,24
2008,대구,중등,수학,0,-,26
2008,대구,중등,물리,0,-,3
2008,대구,중등,화학,0,-,10
2008,대구,중등,생물,0,-,5
2008,대구,중등,지구과학,0,-,1
2008,대구,중등,일반사회,0,-,7
2008,대구,중등,역사,0,-,8
2008,대구,중등,지리,0,-,4
2008,대구,중등,도덕·윤리,0,-,6
2008,대구,중등,환경,0,-,1
2008,대구,중등,체육,0,-,6
2008,대구,중등,음악,0,-,3
2008,대구,중등,미술,0,-,1
2008,대구,중등,한문,0,-,2
2008,대구,중등,영어,0,-,23
2008,대구,중등,일본어,0,-,6
2008,대구,중등,기술,0,-,3
2008,대구,중등,가정,0,-,7
2008,대구,중등,디자인·공예,0,-,1
2008,대구,중등,정보·컴퓨터,0,-,2
2008,대구,중등,전기·전자·통신,0,-,2
2008,대구,중등,기계·금속,0,-,7
2008,대구,중등,건설,0,-,2
2008,대구,중등,상업정보,0,-,2
2008,대구,중등,국어(특수교사),0,-,0
2008,대구,중등,수학(특수교사),0,-,0
2008,대구,중등,생물(특수교사),0,-,5
2008,대구,중등,일반사회(특수교사),0,-,2
2008,대구,중등,역사(특수교사),0,-,0
2008,대구,중등,지리(특수교사),0,-,4
2008,대구,중등,종교(특수교사),0,-,0
2008,대구,중등,환경(특수교사),0,-,1
2008,대구,중등,체육(특수교사),0,-,1
2008,대구,중등,음악(특수교사),0,-,0
2008,대구,중등,미술(특수교사),0,-,0
2008,대구,중등,영어(특수교사),0,-,1
2008,대구,중등,가정(특수교사),0,-,0
2008,대구,중등,전기·전자·통신(특수교사),0,-,1
2008,대구,중등,상업정보(특수교사),0,-,0
2008,대구,중등,재활복지(특수교사),0,-,12
2008,대구,중등,직업교육(특수교사),0,-,1
2008,대구,중등,보건(기타),0,-,9
2008,대구,중등,상담(기타),0,-,6
2008,대구,중등,사서(기타),0,-,1
2008,대구,중등,영양(기타),0,-,11
2008,인천,중등,국어,0,-,38
2008,인천,중등,수학,0,-,15
2008,인천,중등,물리,0,-,4
2008,인천,중등,지구과학,0,-,14
2008,인천,중등,공통사회,0,-,7
2008,인천,중등,일반사회,0,-,4
2008,인천,중등,역사,0,-,10
2008,인천,중등,지리,0,-,6
2008,인천,중등,체육,0,-,20
2008,인천,중등,음악,0,-,3
2008,인천,중등,미술,0,-,4
2008,인천,중등,영어,0,-,54
2008,인천,중등,중국어,0,-,11
2008,인천,중등,일본어,0,-,10
2008,인천,중등,가정,0,-,8
2008,인천,중등,디자인·공예,0,-,1
2008,인천,중등,전기·전자·통신,0,-,5
2008,인천,중등,화공·섬유,0,-,1
2008,인천,중등,상업정보,0,-,6
2008,인천,중등,연극영화,0,-,2
2008,인천,중등,보건(기타),0,-,5
2008,인천,중등,상담(기타),0,-,9
2008,인천,중등,사서(기타),0,-,6
2008,인천,중등,영양(기타),0,-,14
2008,인천,중등,발령교과없음,0,-,10
2008,광주,중등,국어,0,-,12
2008,광주,중등,수학,0,-,19
2008,광주,중등,물리,0,-,5
2008,광주,중등,화학,0,-,5
2008,광주,중등,생물,0,-,5
2008,광주,중등,지구과학,0,-,5
2008,광주,중등,일반사회,0,-,3
2008,광주,중등,역사,0,-,3
2008,광주,중등,지리,0,-,3
2008,광주,중등,도덕·윤리,0,-,3
2008,광주,중등,체육,0,-,12
2008,광주,중등,음악,0,-,8
2008,광주,중등,미술,0,-,4
2008,광주,중등,한문,0,-,5
2008,광주,중등,영어,0,-,24
2008,광주,중등,중국어,0,-,1
2008,광주,중등,일본어,0,-,2
2008,광주,중등,기술,0,-,8
2008,광주,중등,가정,0,-,8
2008,광주,중등,기계·금속,0,-,8
2008,광주,중등,건설,0,-,5
2008,광주,중등,직업교육(특수교사),0,-,1
2008,광주,중등,보건(기타),0,-,15
2008,광주,중등,상담(기타),0,-,4
2008,광주,중등,사서(기타),0,-,4
2008,광주,중등,영양(기타),0,-,8
2008,광주,중등,발령교과없음,0,-,19
2008,대전,중등,국어,0,-,28
2008,대전,중등,수학,0,-,15
2008,대전,중등,물리,0,-,3
2008,대전,중등,화학,0,-,5
2008,대전,중등,생물,0,-,6
2008,대전,중등,공통사회,0,-,4
2008,대전,중등,일반사회,0,-,4
2008,대전,중등,역사,0,-,17
2008,대전,중등,지리,0,-,5
2008,대전,중등,도덕·윤리,0,-,5
2008,대전,중등,체육,0,-,12
2008,대전,중등,한문,0,-,4
2008,대전,중등,영어,0,-,16
2008,대전,중등,중국어,0,-,4
2008,대전,중등,기술,0,-,2
2008,대전,중등,가정,0,-,4
2008,대전,중등,기술·가정,0,-,2
2008,대전,중등,기계·금속,0,-,2
2008,대전,중등,국어(특수교사),0,-,1
2008,대전,중등,공통과학(특수교사),0,-,1
2008,대전,중등,체육(특수교사),0,-,1
2008,대전,중등,음악(특수교사),0,-,1
2008,대전,중등,미술(특수교사),0,-,2
2008,대전,중등,영어(특수교사),0,-,1
2008,대전,중등,보건(기타),0,-,26
2008,대전,중등,상담(기타),0,-,4
2008,대전,중등,사서(기타),0,-,5
2008,대전,중등,영양(기타),0,-,63
2008,울산,중등,국어,0,-,15
2008,울산,중등,수학,0,-,15
2008,울산,중등,물리,0,-,3
2008,울산,중등,화학,0,-,5
2008,울산,중등,생물,0,-,5
2008,울산,중등,일반사회,0,-,8
2008,울산,중등,역사,0,-,7
2008,울산,중등,지리,0,-,5
2008,울산,중등,도덕·윤리,0,-,5
2008,울산,중등,체육,0,-,7
2008,울산,중등,영어,0,-,20
2008,울산,중등,보건(기타),0,-,9
2008,울산,중등,상담(기타),0,-,4
2008,울산,중등,사서(기타),0,-,3
2008,울산,중등,영양(기타),0,-,9
2008,울산,중등,발령교과없음,0,-,25
2008,경기,중등,국어,0,-,181
2008,경기,중등,수학,0,-,149
2008,경기,중등,공통과학,0,-,17
2008,경기,중등,물리,0,-,17
2008,경기,중등,화학,0,-,37
2008,경기,중등,생물,0,-,31
2008,경기,중등,지구과학,0,-,15
2008,경기,중등,공통사회,0,-,45
2008,경기,중등,일반사회,0,-,28
2008,경기,중등,역사,0,-,71
2008,경기,중등,지리,0,-,35
2008,경기,중등,도덕·윤리,0,-,44
2008,경기,중등,환경,0,-,4
2008,경기,중등,체육,0,-,71
2008,경기,중등,음악,0,-,34
2008,경기,중등,미술,0,-,41
2008,경기,중등,한문,0,-,17
2008,경기,중등,영어,0,-,190
2008,경기,중등,중국어,0,-,23
2008,경기,중등,일본어,0,-,25
2008,경기,중등,기술,0,-,24
2008,경기,중등,가정,0,-,31
2008,경기,중등,식품가공,0,-,3
2008,경기,중등,디자인·공예,0,-,4
2008,경기,중등,정보·컴퓨터,0,-,8
2008,경기,중등,기계·금속,0,-,4
2008,경기,중등,화공·섬유,0,-,3
2008,경기,중등,상업정보,0,-,8
2008,경기,중등,미용,0,-,4
2008,경기,중등,보건(기타),0,-,50
2008,경기,중등,상담(기타),0,-,32
2008,경기,중등,사서(기타),0,-,18
2008,경기,중등,영양(기타),0,-,89
2008,경기,중등,발령교과없음,0,-,64
2008,강원,중등,국어,0,-,21
2008,강원,중등,수학,0,-,20
2008,강원,중등,물리,0,-,2
2008,강원,중등,화학,0,-,3
2008,강원,중등,생물,0,-,4
2008,강원,중등,일반사회,0,-,2
2008,강원,중등,역사,0,-,3
2008,강원,중등,지리,0,-,3
2008,강원,중등,영어,0,-,22
2008,강원,중등,중국어,0,-,5
2008,강원,중등,일본어,0,-,2
2008,강원,중등,가정,0,-,3
2008,강원,중등,식물자원·조경,0,-,3
2008,강원,중등,식품가공,0,-,2
2008,강원,중등,전기·전자·통신,0,-,6
2008,강원,중등,기계·금속,0,-,5
2008,강원,중등,조리,0,-,2
2008,강원,중등,미용,0,-,2
2008,강원,중등,상담(기타),0,-,4
2008,강원,중등,사서(기타),0,-,8
2008,강원,중등,영양(기타),0,-,12
2008,강원,중등,발령교과없음,0,-,65
2008,충북,중등,국어,0,-,23
2008,충북,중등,수학,0,-,19
2008,충북,중등,물리,0,-,11
2008,충북,중등,화학,0,-,5
2008,충북,중등,생물,0,-,13
2008,충북,중등,지구과학,0,-,4
2008,충북,중등,일반사회,0,-,11
2008,충북,중등,역사,0,-,14
2008,충북,중등,지리,0,-,2
2008,충북,중등,도덕·윤리,0,-,9
2008,충북,중등,체육,0,-,2
2008,충북,중등,음악,0,-,10
2008,충북,중등,미술,0,-,6
2008,충북,중등,한문,0,-,2
2008,충북,중등,영어,0,-,20
2008,충북,중등,프랑스어,0,-,1
2008,충북,중등,중국어,0,-,6
2008,충북,중등,일본어,0,-,5
2008,충북,중등,러시아어,0,-,1
2008,충북,중등,기술,0,-,6
2008,충북,중등,가정,0,-,10
2008,충북,중등,식물자원·조경,0,-,1
2008,충북,중등,동물자원,0,-,2
2008,충북,중등,농공,0,-,4
2008,충북,중등,식품가공,0,-,3
2008,충북,중등,디자인·공예,0,-,1
2008,충북,중등,정보·컴퓨터,0,-,1
2008,충북,중등,전기·전자·통신,0,-,2
2008,충북,중등,기계·금속,0,-,3
2008,충북,중등,화공·섬유,0,-,3
2008,충북,중등,건설,0,-,14
2008,충북,중등,상업정보,0,-,6
2008,충북,중등,미용,0,-,2
2008,충북,중등,국어(특수교사),0,-,13
2008,충북,중등,전기·전자·통신(특수교사),0,-,1
2008,충북,중등,보건(기타),0,-,4
2008,충북,중등,상담(기타),0,-,4
2008,충북,중등,사서(기타),0,-,5
2008,충북,중등,영양(기타),0,-,14
2008,충남,중등,국어,0,-,32
2008,충남,중등,수학,0,-,39
2008,충남,중등,물리,0,-,12
2008,충남,중등,화학,0,-,13
2008,충남,중등,생물,0,-,11
2008,충남,중등,지구과학,0,-,7
2008,충남,중등,일반사회,0,-,11
2008,충남,중등,역사,0,-,14
2008,충남,중등,지리,0,-,10
2008,충남,중등,도덕·윤리,0,-,14
2008,충남,중등,환경,0,-,1
2008,충남,중등,체육,0,-,10
2008,충남,중등,음악,0,-,5
2008,충남,중등,미술,0,-,3
2008,충남,중등,한문,0,-,1
2008,충남,중등,영어,0,-,34
2008,충남,중등,중국어,0,-,2
2008,충남,중등,가정,0,-,1
2008,충남,중등,농공,0,-,3
2008,충남,중등,식품가공,0,-,3
2008,충남,중등,기계·금속,0,-,2
2008,충남,중등,상업정보,0,-,1
2008,충남,중등,관광,0,-,1
2008,충남,중등,상담(기타),0,-,2
2008,충남,중등,사서(기타),0,-,8
2008,충남,중등,영양(기타),0,-,9
2008,충남,중등,발령교과없음,0,-,44
2008,전북,중등,국어,0,-,27
2008,전북,중등,수학,0,-,12
2008,전북,중등,공통과학,0,-,9
2008,전북,중등,물리,0,-,1
2008,전북,중등,화학,0,-,1
2008,전북,중등,생물,0,-,5
2008,전북,중등,지구과학,0,-,4
2008,전북,중등,공통사회,0,-,1
2008,전북,중등,일반사회,0,-,3
2008,전북,중등,역사,0,-,2
2008,전북,중등,지리,0,-,1
2008,전북,중등,도덕·윤리,0,-,1
2008,전북,중등,체육,0,-,11
2008,전북,중등,음악,0,-,1
2008,전북,중등,미술,0,-,2
2008,전북,중등,한문,0,-,1
2008,전북,중등,영어,0,-,25
2008,전북,중등,중국어,0,-,3
2008,전북,중등,기술,0,-,5
2008,전북,중등,가정,0,-,4
2008,전북,중등,식물자원·조경,0,-,2
2008,전북,중등,농공,0,-,2
2008,전북,중등,식품가공,0,-,2
2008,전북,중등,디자인·공예,0,-,1
2008,전북,중등,전기·전자·통신,0,-,6
2008,전북,중등,기계·금속,0,-,5
2008,전북,중등,건설,0,-,2
2008,전북,중등,보건(기타),0,-,40
2008,전북,중등,상담(기타),0,-,4
2008,전북,중등,사서(기타),0,-,13
2008,전북,중등,영양(기타),0,-,3
2008,전북,중등,발령교과없음,0,-,5
2008,전남,중등,국어,0,-,19
2008,전남,중등,수학,0,-,15
2008,전남,중등,화학,0,-,9
2008,전남,중등,생물,0,-,6
2008,전남,중등,역사,0,-,5
2008,전남,중등,체육,0,-,18
2008,전남,중등,음악,0,-,5
2008,전남,중등,미술,0,-,5
2008,전남,중등,영어,0,-,15
2008,전남,중등,중국어,0,-,5
2008,전남,중등,기술,0,-,5
2008,전남,중등,전기·전자·통신,0,-,10
2008,전남,중등,화공·섬유,0,-,5
2008,전남,중등,국어(특수교사),0,-,3
2008,전남,중등,수학(특수교사),0,-,1
2008,전남,중등,생물(특수교사),0,-,2
2008,전남,중등,지구과학(특수교사),0,-,1
2008,전남,중등,일반사회(특수교사),0,-,1
2008,전남,중등,역사(특수교사),0,-,3
2008,전남,중등,교육학(특수교사),0,-,1
2008,전남,중등,음악(특수교사),0,-,1
2008,전남,중등,영어(특수교사),0,-,1
2008,전남,중등,가정(특수교사),0,-,1
2008,전남,중등,디자인·공예(특수교사),0,-,2
2008,전남,중등,정보·컴퓨터(특수교사),0,-,3
2008,전남,중등,관광(특수교사),0,-,1
2008,전남,중등,보건(기타),0,-,27
2008,전남,중등,상담(기타),0,-,2
2008,전남,중등,사서(기타),0,-,9
2008,전남,중등,영양(기타),0,-,6
2008,경북,중등,국어,0,-,48
2008,경북,중등,수학,0,-,36
2008,경북,중등,물리,0,-,2
2008,경북,중등,화학,0,-,10
2008,경북,중등,생물,0,-,6
2008,경북,중등,지구과학,0,-,1
2008,경북,중등,일반사회,0,-,6
2008,경북,중등,역사,0,-,21
2008,경북,중등,지리,0,-,15
2008,경북,중등,도덕·윤리,0,-,6
2008,경북,중등,체육,0,-,19
2008,경북,중등,음악,0,-,11
2008,경북,중등,미술,0,-,10
2008,경북,중등,한문,0,-,4
2008,경북,중등,영어,0,-,32
2008,경북,중등,중국어,0,-,1
2008,경북,중등,일본어,0,-,2
2008,경북,중등,기술,0,-,7
2008,경북,중등,가정,0,-,2
2008,경북,중등,정보·컴퓨터,0,-,2
2008,경북,중등,전기·전자·통신,0,-,11
2008,경북,중등,영양(기타),0,-,7
2008,경북,중등,발령교과없음,0,-,20
2008,경남,중등,국어,0,-,31
2008,경남,중등,수학,0,-,36
2008,경남,중등,물리,0,-,4
2008,경남,중등,화학,0,-,5
2008,경남,중등,생물,0,-,13
2008,경남,중등,지구과학,0,-,10
2008,경남,중등,일반사회,0,-,8
2008,경남,중등,역사,0,-,7
2008,경남,중등,지리,0,-,6
2008,경남,중등,도덕·윤리,0,-,6
2008,경남,중등,체육,0,-,15
2008,경남,중등,음악,0,-,5
2008,경남,중등,미술,0,-,7
2008,경남,중등,한문,0,-,8
2008,경남,중등,영어,0,-,26
2008,경남,중등,중국어,0,-,3
2008,경남,중등,기술,0,-,5
2008,경남,중등,가정,0,-,5
2008,경남,중등,보건(기타),0,-,21
2008,경남,중등,상담(기타),0,-,5
2008,경남,중등,사서(기타),0,-,9
2008,경남,중등,영양(기타),0,-,18
2008,경남,중등,발령교과없음,0,-,33
2008,제주,중등,국어,0,-,7
2008,제주,중등,수학,0,-,7
2008,제주,중등,일반사회,0,-,3
2008,제주,중등,지리,0,-,3
2008,제주,중등,음악,0,-,4
2008,제주,중등,영어,0,-,16
2008,제주,중등,일본어,0,-,4
2008,제주,중등,기술,0,-,4
2008,제주,중등,가정,0,-,4
2008,제주,중등,식물자원·조경,0,-,3
2008,제주,중등,수산·해양,0,-,2
2008,제주,중등,미용,0,-,3
2008,제주,중등,사서(실기교사),0,-,4
2008,제주,중등,국어(특수교사),0,-,1
2008,제주,중등,수학(특수교사),0,-,2
2008,제주,중등,공통과학(특수교사),0,-,2
2008,제주,중등,공통사회(특수교사),0,-,1
2008,제주,중등,체육(특수교사),0,-,1
2008,제주,중등,음악(특수교사),0,-,2
2008,제주,중등,미술(특수교사),0,-,1
2008,제주,중등,상업정보(특수교사),0,-,1
2008,제주,중등,직업교육(특수교사),0,-,4
2008,제주,중등,보건(기타),0,-,8
2008,제주,중등,상담(기타),0,-,1
2008,전체,중등,국어,0,-,562
2008,전체,중등,수학,0,-,459
2008,전체,중등,공통과학,0,-,28
2008,전체,중등,물리,0,-,70
2008,전체,중등,화학,0,-,111
2008,전체,중등,생물,0,-,114
2008,전체,중등,지구과학,0,-,65
2008,전체,중등,공통사회,0,-,69
2008,전체,중등,일반사회,0,-,112
2008,전체,중등,역사,0,-,201
2008,전체,중등,지리,0,-,110
2008,전체,중등,도덕·윤리,0,-,125
2008,전체,중등,환경,0,-,6
2008,전체,중등,체육,0,-,242
2008,전체,중등,음악,0,-,97
2008,전체,중등,미술,0,-,92
2008,전체,중등,한문,0,-,46
2008,전체,중등,영어,0,-,579
2008,전체,중등,프랑스어,0,-,1
2008,전체,중등,중국어,0,-,94
2008,전체,중등,일본어,0,-,65
2008,전체,중등,러시아어,0,-,1
2008,전체,중등,기술,0,-,94
2008,전체,중등,가정,0,-,123
2008,전체,중등,기술·가정,0,-,7
2008,전체,중등,식물자원·조경,0,-,9
2008,전체,중등,동물자원,0,-,2
2008,전체,중등,농공,0,-,9
2008,전체,중등,식품가공,0,-,13
2008,전체,중등,디자인·공예,0,-,13
2008,전체,중등,정보·컴퓨터,0,-,13
2008,전체,중등,전기·전자·통신,0,-,52
2008,전체,중등,기계·금속,0,-,46
2008,전체,중등,화공·섬유,0,-,14
2008,전체,중등,건설,0,-,25
2008,전체,중등,상업정보,0,-,25
2008,전체,중등,수산·해양,0,-,2
2008,전체,중등,관광,0,-,1
2008,전체,중등,조리,0,-,2
2008,전체,중등,미용,0,-,13
2008,전체,중등,연극영화,0,-,2
2008,전체,중등,사서(실기교사),0,-,4
2008,전체,중등,국어(특수교사),0,-,19
2008,전체,중등,수학(특수교사),0,-,4
2008,전체,중등,공통과학(특수교사),0,-,4
2008,전체,중등,생물(특수교사),0,-,7
2008,전체,중등,지구과학(특수교사),0,-,1
2008,전체,중등,공통사회(특수교사),0,-,3
2008,전체,중등,일반사회(특수교사),0,-,3
2008,전체,중등,역사(특수교사),0,-,3
2008,전체,중등,지리(특수교사),0,-,4
2008,전체,중등,교육학(특수교사),0,-,1
2008,전체,중등,종교(특수교사),0,-,0
2008,전체,중등,환경(특수교사),0,-,1
2008,전체,중등,체육(특수교사),0,-,4
2008,전체,중등,음악(특수교사),0,-,5
2008,전체,중등,미술(특수교사),0,-,5
2008,전체,중등,영어(특수교사),0,-,4
2008,전체,중등,가정(특수교사),0,-,1
2008,전체,중등,디자인·공예(특수교사),0,-,2
2008,전체,중등,정보·컴퓨터(특수교사),0,-,3
2008,전체,중등,전기·전자·통신(특수교사),0,-,2
2008,전체,중등,상업정보(특수교사),0,-,1
2008,전체,중등,관광(특수교사),0,-,1
2008,전체,중등,재활복지(특수교사),0,-,12
2008,전체,중등,직업교육(특수교사),0,-,17
2008,전체,중등,보건(기타),0,-,256
2008,전체,중등,상담(기타),0,-,119
2008,전체,중등,사서(기타),0,-,102
2008,전체,중등,영양(기타),0,-,332
2008,전체,중등,발령교과없음,0,-,330
2009,서울,중등,국어,0,-,91
2009,서울,중등,수학,0,-,57
2009,서울,중등,공통과학,0,-,11
2009,서울,중등,물리,0,-,14
2009,서울,중등,화학,0,-,14
2009,서울,중등,생물,0,-,15
2009,서울,중등,지구과학,0,-,7
2009,서울,중등,공통사회,0,-,15
2009,서울,중등,일반사회,0,-,20
2009,서울,중등,역사,0,-,22
2009,서울,중등,지리,0,-,19
2009,서울,중등,도덕·윤리,0,-,15
2009,서울,중등,체육,0,-,46
2009,서울,중등,음악,0,-,24
2009,서울,중등,미술,0,-,31
2009,서울,중등,한문,0,-,3
2009,서울,중등,영어,0,-,111
2009,서울,중등,중국어,0,-,17
2009,서울,중등,일본어,0,-,20
2009,서울,중등,기술,0,-,10
2009,서울,중등,가정,0,-,30
2009,서울,중등,기술·가정,0,-,7
2009,서울,중등,디자인·공예,0,-,5
2009,서울,중등,전기·전자·통신,0,-,12
2009,서울,중등,기계·금속,0,-,10
2009,서울,중등,화공·섬유,0,-,2
2009,서울,중등,건설,0,-,2
2009,서울,중등,상업정보,0,-,2
2009,서울,중등,의상,0,-,2
2009,서울,중등,미용,0,-,4
2009,서울,중등,직업교육(특수교사),0,-,7
2009,서울,중등,보건(기타),0,-,59
2009,서울,중등,사서(기타),0,-,4
2009,서울,중등,영양(기타),0,-,27
2009,서울,중등,발령교과없음,0,-,45
2009,부산,중등,국어,0,-,19
2009,부산,중등,수학,0,-,17
2009,부산,중등,물리,0,-,2
2009,부산,중등,지구과학,0,-,2
2009,부산,중등,일반사회,0,-,2
2009,부산,중등,역사,0,-,5
2009,부산,중등,지리,0,-,2
2009,부산,중등,도덕·윤리,0,-,2
2009,부산,중등,체육,0,-,7
2009,부산,중등,음악,0,-,2
2009,부산,중등,미술,0,-,2
2009,부산,중등,영어,0,-,21
2009,부산,중등,중국어,0,-,4
2009,부산,중등,전기·전자·통신,0,-,5
2009,부산,중등,기계·금속,0,-,3
2009,부산,중등,국어(특수교사),0,-,4
2009,부산,중등,수학(특수교사),0,-,3
2009,부산,중등,공통과학(특수교사),0,-,3
2009,부산,중등,공통사회(특수교사),0,-,4
2009,부산,중등,도덕·윤리(특수교사),0,-,1
2009,부산,중등,체육(특수교사),0,-,2
2009,부산,중등,음악(특수교사),0,-,1
2009,부산,중등,미술(특수교사),0,-,3
2009,부산,중등,영어(특수교사),0,-,3
2009,부산,중등,기술·가정(특수교사),0,-,1
2009,부산,중등,정보·컴퓨터(특수교사),0,-,2
2009,부산,중등,직업교육(특수교사),0,-,5
2009,부산,중등,보건(기타),0,-,10
2009,대구,중등,국어,0,-,26
2009,대구,중등,수학,0,-,24
2009,대구,중등,물리,0,-,2
2009,대구,중등,화학,0,-,5
2009,대구,중등,생물,0,-,6
2009,대구,중등,지구과학,0,-,4
2009,대구,중등,일반사회,0,-,2
2009,대구,중등,역사,0,-,10
2009,대구,중등,지리,0,-,5
2009,대구,중등,도덕·윤리,0,-,3
2009,대구,중등,체육,0,-,7
2009,대구,중등,음악,0,-,15
2009,대구,중등,미술,0,-,1
2009,대구,중등,한문,0,-,5
2009,대구,중등,영어,0,-,26
2009,대구,중등,중국어,0,-,2
2009,대구,중등,일본어,0,-,11
2009,대구,중등,기술,0,-,4
2009,대구,중등,가정,0,-,4
2009,대구,중등,식품가공,0,-,3
2009,대구,중등,정보·컴퓨터,0,-,3
2009,대구,중등,전기·전자·통신,0,-,2
2009,대구,중등,기계·금속,0,-,6
2009,대구,중등,화공·섬유,0,-,2
2009,대구,중등,상업정보,0,-,3
2009,대구,중등,보건(기타),0,-,8
