연도,시도,구분,교과명,지원자,응시자,합격자
2009,대구,중등,영양(기타),0,-,4
2009,대구,중등,발령교과없음,0,-,8
2009,인천,중등,국어,0,-,33
2009,인천,중등,수학,0,-,33
2009,인천,중등,물리,0,-,6
2009,인천,중등,화학,0,-,8
2009,인천,중등,생물,0,-,4
2009,인천,중등,지구과학,0,-,6
2009,인천,중등,일반사회,0,-,3
2009,인천,중등,역사,0,-,17
2009,인천,중등,지리,0,-,3
2009,인천,중등,미술,0,-,7
2009,인천,중등,영어,0,-,45
2009,인천,중등,중국어,0,-,3
2009,인천,중등,일본어,0,-,7
2009,인천,중등,기술,0,-,3
2009,인천,중등,가정,0,-,11
2009,인천,중등,전기·전자·통신,0,-,17
2009,인천,중등,기계·금속,0,-,4
2009,인천,중등,건설,0,-,3
2009,인천,중등,수산·해양,0,-,2
2009,인천,중등,항해·기관,0,-,1
2009,인천,중등,보건(기타),0,-,2
2009,인천,중등,발령교과없음,0,-,2
2009,광주,중등,국어,0,-,12
2009,광주,중등,수학,0,-,12
2009,광주,중등,물리,0,-,4
2009,광주,중등,화학,0,-,4
2009,광주,중등,생물,0,-,4
2009,광주,중등,지구과학,0,-,4
2009,광주,중등,일반사회,0,-,6
2009,광주,중등,역사,0,-,5
2009,광주,중등,지리,0,-,5
2009,광주,중등,도덕·윤리,0,-,6
2009,광주,중등,체육,0,-,14
2009,광주,중등,음악,0,-,3
2009,광주,중등,미술,0,-,5
2009,광주,중등,한문,0,-,4
2009,광주,중등,영어,0,-,13
2009,광주,중등,일본어,0,-,2
2009,광주,중등,기술,0,-,7
2009,광주,중등,가정,0,-,6
2009,광주,중등,전기·전자·통신,0,-,3
2009,광주,중등,기계·금속,0,-,3
2009,광주,중등,건설,0,-,2
2009,광주,중등,교육학(특수교사),0,-,2
2009,광주,중등,보건(기타),0,-,4
2009,대전,중등,국어,0,-,12
2009,대전,중등,수학,0,-,24
2009,대전,중등,물리,0,-,5
2009,대전,중등,화학,0,-,9
2009,대전,중등,생물,0,-,5
2009,대전,중등,지구과학,0,-,3
2009,대전,중등,공통사회,0,-,2
2009,대전,중등,일반사회,0,-,4
2009,대전,중등,역사,0,-,4
2009,대전,중등,지리,0,-,5
2009,대전,중등,도덕·윤리,0,-,9
2009,대전,중등,체육,0,-,7
2009,대전,중등,미술,0,-,4
2009,대전,중등,영어,0,-,36
2009,대전,중등,중국어,0,-,2
2009,대전,중등,기술,0,-,2
2009,대전,중등,가정,0,-,2
2009,대전,중등,전기·전자·통신,0,-,3
2009,대전,중등,보건(기타),0,-,6
2009,대전,중등,해당없음,0,-,4
2009,울산,중등,국어,0,-,20
2009,울산,중등,수학,0,-,20
2009,울산,중등,화학,0,-,5
2009,울산,중등,생물,0,-,7
2009,울산,중등,일반사회,0,-,10
2009,울산,중등,역사,0,-,8
2009,울산,중등,지리,0,-,5
2009,울산,중등,도덕·윤리,0,-,5
2009,울산,중등,체육,0,-,8
2009,울산,중등,미술,0,-,5
2009,울산,중등,영어,0,-,20
2009,울산,중등,가정,0,-,10
2009,울산,중등,전기·전자·통신,0,-,5
2009,울산,중등,재활복지(특수교사),0,-,5
2009,경기,중등,국어,0,-,128
2009,경기,중등,수학,0,-,98
2009,경기,중등,공통과학,0,-,17
2009,경기,중등,물리,0,-,20
2009,경기,중등,화학,0,-,30
2009,경기,중등,생물,0,-,38
2009,경기,중등,지구과학,0,-,12
2009,경기,중등,공통사회,0,-,20
2009,경기,중등,일반사회,0,-,36
2009,경기,중등,역사,0,-,56
2009,경기,중등,지리,0,-,36
2009,경기,중등,도덕·윤리,0,-,44
2009,경기,중등,체육,0,-,54
2009,경기,중등,음악,0,-,22
2009,경기,중등,미술,0,-,24
2009,경기,중등,한문,0,-,15
2009,경기,중등,영어,0,-,128
2009,경기,중등,중국어,0,-,22
2009,경기,중등,일본어,0,-,16
2009,경기,중등,기술,0,-,29
2009,경기,중등,가정,0,-,29
2009,경기,중등,정보·컴퓨터,0,-,7
2009,경기,중등,상업정보,0,-,6
2009,경기,중등,재활복지(특수교사),0,-,15
2009,경기,중등,보건(기타),0,-,33
2009,강원,중등,국어,0,-,28
2009,강원,중등,수학,0,-,22
2009,강원,중등,물리,0,-,5
2009,강원,중등,화학,0,-,5
2009,강원,중등,생물,0,-,6
2009,강원,중등,일반사회,0,-,5
2009,강원,중등,역사,0,-,5
2009,강원,중등,지리,0,-,5
2009,강원,중등,체육,0,-,19
2009,강원,중등,음악,0,-,6
2009,강원,중등,미술,0,-,6
2009,강원,중등,영어,0,-,39
2009,강원,중등,기술,0,-,7
2009,강원,중등,식물자원·조경,0,-,6
2009,강원,중등,농공,0,-,5
2009,강원,중등,전기·전자·통신,0,-,9
2009,강원,중등,기계·금속,0,-,9
2009,강원,중등,화공·섬유,0,-,3
2009,강원,중등,건설,0,-,4
2009,강원,중등,조리,0,-,3
2009,충북,중등,국어,0,-,17
2009,충북,중등,수학,0,-,29
2009,충북,중등,화학,0,-,8
2009,충북,중등,생물,0,-,3
2009,충북,중등,일반사회,0,-,4
2009,충북,중등,역사,0,-,8
2009,충북,중등,체육,0,-,15
2009,충북,중등,음악,0,-,4
2009,충북,중등,영어,0,-,24
2009,충북,중등,중국어,0,-,3
2009,충북,중등,일본어,0,-,2
2009,충북,중등,기술,0,-,8
2009,충북,중등,가정,0,-,8
2009,충북,중등,전기·전자·통신,0,-,6
2009,충북,중등,상업정보,0,-,2
2009,충북,중등,교육학(특수교사),0,-,3
2009,충남,중등,국어,0,-,14
2009,충남,중등,수학,0,-,10
2009,충남,중등,물리,0,-,8
2009,충남,중등,화학,0,-,6
2009,충남,중등,생물,0,-,8
2009,충남,중등,지구과학,0,-,5
2009,충남,중등,일반사회,0,-,8
2009,충남,중등,역사,0,-,9
2009,충남,중등,지리,0,-,15
2009,충남,중등,도덕·윤리,0,-,1
2009,충남,중등,체육,0,-,23
2009,충남,중등,음악,0,-,11
2009,충남,중등,미술,0,-,21
2009,충남,중등,한문,0,-,1
2009,충남,중등,영어,0,-,30
2009,충남,중등,중국어,0,-,9
2009,충남,중등,일본어,0,-,9
2009,충남,중등,기술,0,-,2
2009,충남,중등,가정,0,-,3
2009,충남,중등,식물자원·조경,0,-,8
2009,충남,중등,농산물유통,0,-,2
2009,충남,중등,식품가공,0,-,2
2009,충남,중등,기계·금속,0,-,2
2009,충남,중등,화공·섬유,0,-,2
2009,충남,중등,건설,0,-,3
2009,충남,중등,상업정보,0,-,2
2009,충남,중등,수산·해양,0,-,2
2009,충남,중등,냉동,0,-,1
2009,충남,중등,조리,0,-,3
2009,충남,중등,보건(기타),0,-,5
2009,충남,중등,사서(기타),0,-,5
2009,전북,중등,수학,0,-,22
2009,전북,중등,공통과학,0,-,5
2009,전북,중등,화학,0,-,6
2009,전북,중등,생물,0,-,1
2009,전북,중등,지구과학,0,-,2
2009,전북,중등,공통사회,0,-,5
2009,전북,중등,역사,0,-,5
2009,전북,중등,지리,0,-,5
2009,전북,중등,도덕·윤리,0,-,1
2009,전북,중등,체육,0,-,17
2009,전북,중등,음악,0,-,4
2009,전북,중등,미술,0,-,6
2009,전북,중등,한문,0,-,2
2009,전북,중등,영어,0,-,19
2009,전북,중등,중국어,0,-,1
2009,전북,중등,기술,0,-,5
2009,전북,중등,가정,0,-,5
2009,전북,중등,식물자원·조경,0,-,7
2009,전북,중등,농공,0,-,2
2009,전북,중등,식품가공,0,-,4
2009,전북,중등,기계·금속,0,-,3
2009,전북,중등,화공·섬유,0,-,2
2009,전북,중등,건설,0,-,2
2009,전북,중등,보건(기타),0,-,3
2009,전북,중등,발령교과없음,0,-,6
2009,전남,중등,국어,0,-,15
2009,전남,중등,수학,0,-,20
2009,전남,중등,물리,0,-,11
2009,전남,중등,화학,0,-,8
2009,전남,중등,생물,0,-,7
2009,전남,중등,지구과학,0,-,7
2009,전남,중등,일반사회,0,-,10
2009,전남,중등,역사,0,-,13
2009,전남,중등,지리,0,-,9
2009,전남,중등,체육,0,-,16
2009,전남,중등,음악,0,-,7
2009,전남,중등,미술,0,-,6
2009,전남,중등,한문,0,-,5
2009,전남,중등,영어,0,-,20
2009,전남,중등,기술,0,-,9
2009,전남,중등,가정,0,-,3
2009,전남,중등,식물자원·조경,0,-,5
2009,전남,중등,전기·전자·통신,0,-,12
2009,전남,중등,기계·금속,0,-,7
2009,전남,중등,건설,0,-,6
2009,전남,중등,상업정보,0,-,5
2009,전남,중등,수산·해양,0,-,3
2009,전남,중등,조리,0,-,3
2009,전남,중등,재활복지(특수교사),0,-,4
2009,전남,중등,보건(기타),0,-,10
2009,경북,중등,국어,0,-,28
2009,경북,중등,수학,0,-,12
2009,경북,중등,물리,0,-,14
2009,경북,중등,화학,0,-,8
2009,경북,중등,생물,0,-,13
2009,경북,중등,지구과학,0,-,10
2009,경북,중등,일반사회,0,-,10
2009,경북,중등,역사,0,-,6
2009,경북,중등,지리,0,-,7
2009,경북,중등,도덕·윤리,0,-,7
2009,경북,중등,상담,0,-,12
2009,경북,중등,체육,0,-,18
2009,경북,중등,음악,0,-,8
2009,경북,중등,미술,0,-,9
2009,경북,중등,영어,0,-,23
2009,경북,중등,일본어,0,-,3
2009,경북,중등,기술,0,-,12
2009,경북,중등,가정,0,-,15
2009,경북,중등,기계·금속,0,-,2
2009,경북,중등,보건(기타),0,-,9
2009,경북,중등,영양(기타),0,-,2
2009,경북,중등,발령교과없음,0,-,5
2009,경남,중등,국어,710,-,24
2009,경남,중등,수학,449,-,17
2009,경남,중등,물리,144,-,10
2009,경남,중등,화학,166,-,10
2009,경남,중등,생물,149,-,11
2009,경남,중등,지구과학,57,-,6
2009,경남,중등,일반사회,176,-,9
2009,경남,중등,역사,197,-,10
2009,경남,중등,지리,104,-,9
2009,경남,중등,도덕·윤리,105,-,9
2009,경남,중등,체육,335,-,27
2009,경남,중등,음악,107,-,5
2009,경남,중등,미술,128,-,5
2009,경남,중등,한문,162,-,7
2009,경남,중등,영어,419,-,18
2009,경남,중등,중국어,142,-,6
2009,경남,중등,기술,115,-,20
2009,경남,중등,가정,207,-,15
2009,경남,중등,식물자원·조경,64,-,8
2009,경남,중등,정보·컴퓨터,173,-,4
2009,경남,중등,전기·전자·통신,68,-,9
2009,경남,중등,수산·해양,4,-,1
2009,경남,중등,항해·기관,18,-,3
2009,경남,중등,미용,49,-,5
2009,경남,중등,국어(특수교사),15,-,3
2009,경남,중등,수학(특수교사),24,-,3
2009,경남,중등,공통과학(특수교사),19,-,3
2009,경남,중등,공통사회(특수교사),20,-,2
2009,경남,중등,도덕·윤리(특수교사),12,-,3
2009,경남,중등,체육(특수교사),25,-,1
2009,경남,중등,음악(특수교사),9,-,3
2009,경남,중등,미술(특수교사),5,-,0
2009,경남,중등,영어(특수교사),3,-,1
2009,경남,중등,기술(특수교사),4,-,1
2009,경남,중등,가정(특수교사),6,-,1
2009,경남,중등,직업교육(특수교사),12,-,2
2009,경남,중등,보건(기타),205,-,10
2009,제주,중등,국어,0,-,10
2009,제주,중등,수학,0,-,11
2009,제주,중등,화학,0,-,4
2009,제주,중등,일반사회,0,-,4
2009,제주,중등,역사,0,-,6
2009,제주,중등,체육,0,-,8
2009,제주,중등,영어,0,-,12
2009,제주,중등,기술,0,-,5
2009,제주,중등,가정,0,-,5
2009,제주,중등,국어(특수교사),0,-,3
2009,제주,중등,체육(특수교사),0,-,3
2009,제주,중등,음악(특수교사),0,-,2
2009,제주,중등,미술(특수교사),0,-,3
2009,제주,중등,직업교육(특수교사),0,-,2
2009,전체,중등,국어,710,-,477
2009,전체,중등,수학,449,-,428
2009,전체,중등,공통과학,0,-,33
2009,전체,중등,물리,144,-,101
2009,전체,중등,화학,166,-,130
2009,전체,중등,생물,149,-,128
2009,전체,중등,지구과학,57,-,68
2009,전체,중등,공통사회,0,-,42
2009,전체,중등,일반사회,176,-,133
2009,전체,중등,역사,197,-,189
2009,전체,중등,지리,104,-,130
2009,전체,중등,도덕·윤리,105,-,102
2009,전체,중등,상담,0,-,12
2009,전체,중등,체육,335,-,286
2009,전체,중등,음악,107,-,111
2009,전체,중등,미술,128,-,132
2009,전체,중등,한문,162,-,42
2009,전체,중등,영어,419,-,585
2009,전체,중등,중국어,142,-,69
2009,전체,중등,일본어,0,-,70
2009,전체,중등,기술,115,-,123
2009,전체,중등,가정,207,-,146
2009,전체,중등,기술·가정,0,-,7
2009,전체,중등,식물자원·조경,64,-,34
2009,전체,중등,농공,0,-,7
2009,전체,중등,농산물유통,0,-,2
2009,전체,중등,식품가공,0,-,9
2009,전체,중등,디자인·공예,0,-,5
2009,전체,중등,정보·컴퓨터,173,-,14
2009,전체,중등,전기·전자·통신,68,-,83
2009,전체,중등,기계·금속,0,-,49
2009,전체,중등,화공·섬유,0,-,11
2009,전체,중등,건설,0,-,22
2009,전체,중등,상업정보,0,-,20
2009,전체,중등,수산·해양,4,-,8
2009,전체,중등,항해·기관,18,-,4
2009,전체,중등,냉동,0,-,1
2009,전체,중등,의상,0,-,2
2009,전체,중등,조리,0,-,9
2009,전체,중등,미용,49,-,9
2009,전체,중등,국어(특수교사),15,-,10
2009,전체,중등,수학(특수교사),24,-,6
2009,전체,중등,공통과학(특수교사),19,-,6
2009,전체,중등,공통사회(특수교사),20,-,6
2009,전체,중등,도덕·윤리(특수교사),12,-,4
2009,전체,중등,교육학(특수교사),0,-,5
2009,전체,중등,체육(특수교사),25,-,6
2009,전체,중등,음악(특수교사),9,-,6
2009,전체,중등,미술(특수교사),5,-,6
2009,전체,중등,영어(특수교사),3,-,4
2009,전체,중등,기술(특수교사),4,-,1
2009,전체,중등,가정(특수교사),6,-,1
2009,전체,중등,기술·가정(특수교사),0,-,1
2009,전체,중등,정보·컴퓨터(특수교사),0,-,2
2009,전체,중등,재활복지(특수교사),0,-,24
2009,전체,중등,직업교육(특수교사),12,-,16
2009,전체,중등,보건(기타),205,-,159
2009,전체,중등,사서(기타),0,-,9
2009,전체,중등,영양(기타),0,-,33
2009,전체,중등,발령교과없음,0,-,66
2009,전체,중등,해당없음,0,-,4
2010,서울,중등,국어,"2,188",-,65
2010,서울,중등,수학,"1,192",-,50
2010,서울,중등,공통과학,84,-,7
2010,서울,중등,물리,171,-,10
2010,서울,중등,화학,275,-,12
2010,서울,중등,생물,293,-,9
2010,서울,중등,지구과학,94,-,6
2010,서울,중등,공통사회,103,-,10
2010,서울,중등,일반사회,454,-,7
2010,서울,중등,역사,427,-,17
2010,서울,중등,지리,289,-,9
2010,서울,중등,도덕·윤리,233,-,6
2010,서울,중등,체육,287,-,7
2010,서울,중등,음악,159,-,1
2010,서울,중등,미술,188,-,2
2010,서울,중등,한문,80,-,1
2010,서울,중등,영어,"1,689",-,75
2010,서울,중등,중국어,171,-,2
2010,서울,중등,일본어,163,-,4
2010,서울,중등,기술,57,-,4
2010,서울,중등,가정,337,-,10
2010,서울,중등,디자인·공예,91,-,2
2010,서울,중등,전기·전자·통신,198,-,3
2010,서울,중등,기계·금속,81,-,2
2010,서울,중등,연극영화,40,-,3
2010,서울,중등,기타(특수교사),310,-,24
2010,서울,중등,보건(기타),673,-,21
2010,서울,중등,상담(기타),121,-,11
2010,서울,중등,사서(기타),115,-,3
2010,서울,중등,영양(기타),443,-,19
2010,부산,중등,국어,459,-,15
2010,부산,중등,수학,316,-,20
2010,부산,중등,화학,44,-,2
2010,부산,중등,생물,47,-,2
2010,부산,중등,역사,93,-,4
2010,부산,중등,상담,59,-,7
2010,부산,중등,영어,342,-,20
2010,부산,중등,식물자원·조경,39,-,2
2010,부산,중등,디자인·공예,82,-,2
2010,부산,중등,건설,87,-,2
2010,부산,중등,연극영화,24,-,2
2010,부산,중등,국어(특수교사),20,-,4
2010,부산,중등,수학(특수교사),19,-,3
2010,부산,중등,생물(특수교사),11,-,2
2010,부산,중등,일반사회(특수교사),12,-,2
2010,부산,중등,도덕·윤리(특수교사),2,-,1
2010,부산,중등,체육(특수교사),15,-,2
2010,부산,중등,음악(특수교사),14,-,2
2010,부산,중등,미술(특수교사),14,-,2
2010,부산,중등,영어(특수교사),10,-,2
2010,부산,중등,가정(특수교사),5,-,1
2010,부산,중등,정보·컴퓨터(특수교사),24,-,3
2010,부산,중등,직업교육(특수교사),23,-,3
2010,부산,중등,보건(기타),204,-,13
2010,부산,중등,사서(기타),39,-,2
2010,부산,중등,영양(기타),56,-,2
2010,대구,중등,국어,296,-,21
2010,대구,중등,수학,287,-,19
2010,대구,중등,물리,48,-,4
2010,대구,중등,화학,37,-,2
2010,대구,중등,생물,182,-,9
2010,대구,중등,지구과학,80,-,9
2010,대구,중등,일반사회,163,-,7
2010,대구,중등,역사,143,-,6
2010,대구,중등,지리,93,-,6
2010,대구,중등,체육,112,-,5
2010,대구,중등,음악,451,-,6
2010,대구,중등,미술,339,-,4
2010,대구,중등,영어,452,-,27
2010,대구,중등,기술,73,-,5
2010,대구,중등,가정,110,-,3
2010,대구,중등,식물자원·조경,81,-,4
2010,대구,중등,전기·전자·통신,159,-,3
2010,대구,중등,기계·금속,213,-,7
2010,대구,중등,보건(기타),75,-,3
2010,대구,중등,사서(기타),92,-,3
2010,대구,중등,영양(기타),63,-,3
2010,대구,중등,발령교과없음,118,-,10
2010,인천,중등,국어,815,-,18
2010,인천,중등,수학,921,-,32
2010,인천,중등,화학,81,-,2
2010,인천,중등,생물,93,-,2
2010,인천,중등,지구과학,48,-,3
2010,인천,중등,일반사회,314,-,5
2010,인천,중등,역사,162,-,4
2010,인천,중등,지리,196,-,5
2010,인천,중등,체육,330,-,11
2010,인천,중등,미술,202,-,2
2010,인천,중등,영어,846,-,35
2010,인천,중등,중국어,556,-,8
2010,인천,중등,일본어,123,-,2
2010,인천,중등,가정,0,-,0
2010,인천,중등,디자인·공예,170,-,4
2010,인천,중등,기타(특수교사),121,-,6
2010,인천,중등,보건(기타),143,-,7
2010,인천,중등,영양(기타),48,-,2
2010,광주,중등,국어,287,-,6
2010,광주,중등,수학,108,-,6
2010,광주,중등,물리,58,-,2
2010,광주,중등,화학,50,-,2
2010,광주,중등,생물,60,-,2
2010,광주,중등,지구과학,46,-,2
2010,광주,중등,일반사회,121,-,2
2010,광주,중등,역사,80,-,2
2010,광주,중등,지리,50,-,2
